Record_ID,State,District,Year,Season,Crop,Area_Hectares,Production_Tonnes,Yield_Tonnes_Per_Hectare,Rainfall_mm,Temperature_C,Humidity_Percentage,Soil_Type,Irrigation_Type,Fertilizer_Used_kg,Pesticide_Used_kg,Farmer_Category,Organic_Farming,Labor_Count,Market_Price_per_Tonne,Production_Cost,Revenue,Profit,Crop_Quality,Region
778,Tamil Nadu,Coimbatore,2021,Kharif,Soybean,325.44,592.3,1.82,2006.1,29.6,21.4,Alluvial,Canal,53897.78,3762.16,Large,Yes,14,5120.93,6718359.51,3033126.84,-3685232.67,Excellent,South
779,Bihar,Gaya,2024,Rabi,Barley,272.71,728.14,2.67,371.1,29.3,65.8,Alluvial,Rain-fed,34974.89,3042.92,Small,No,4,1549.13,6355817.94,1127983.52,-5227834.42,Poor,East
780,Bihar,Gaya,2023,Rabi,Barley,490.26,1255.07,2.56,656.9,19.3,63.3,Red,Tube Well,74264.44,2166.05,Small,No,1,1927.32,11435461.39,2418921.51,-9016539.88,Good,East
781,Bihar,Gaya,2018,Whole Year,Rice,300.6,1004.0,3.34,2995.5,14.1,98.4,Laterite,Tube Well,20527.44,569.14,Small,No,1,1533.54,7913129.26,1539674.16,-6373455.1,Good,East
782,Andhra Pradesh,Guntur,2019,Whole Year,Sugarcane,429.06,28772.76,67.06,2343.6,40.2,61.7,Sandy,Rain-fed,55730.71,3388.18,Small,No,3,307.01,41116278.74,8833525.05,-32282753.69,Average,South
783,Andhra Pradesh,Guntur,2024,Kharif,Maize,357.44,875.73,2.45,1269.3,40.2,73.7,Sandy,Drip,31539.46,2541.44,Small,No,4,1853.7,11053210.33,1623340.7,-9429869.63,Poor,South
784,Andhra Pradesh,Kurnool,2019,Zaid,Onion,12.34,289.87,23.49,862.1,44.0,35.9,Laterite,Drip,647.68,30.35,Large,No,15,1163.4,714430.28,337234.76,-377195.52,Excellent,South
785,Karnataka,Mangaluru,2019,Kharif,Bajra,103.25,279.81,2.71,2066.3,12.8,33.1,Laterite,Canal,7293.78,582.42,Medium,No,9,1479.41,1544359.9,413953.71,-1130406.19,Good,South
786,Rajasthan,Udaipur,2019,Kharif,Cotton,224.3,143.55,0.64,990.6,30.7,78.1,Red,Tube Well,19115.56,571.82,Small,No,1,5862.32,8325795.2,841536.04,-7484259.16,Excellent,North
787,Karnataka,Mysuru,2022,Zaid,Tomato,199.78,6816.49,34.12,2724.6,35.9,60.0,Sandy,Drip,33587.79,364.99,Medium,No,11,1862.55,13108516.29,12696053.45,-412462.84,Good,South
788,Haryana,Hisar,2022,Rabi,Jowar,86.64,160.28,1.85,1524.8,35.6,68.5,Red,Rain-fed,13976.91,307.39,Medium,No,5,2093.65,1019940.47,335570.22,-684370.25,Average,North
789,Rajasthan,Udaipur,2018,Kharif,Soybean,286.64,533.15,1.86,1529.2,34.6,63.6,Clay,Rain-fed,27629.06,3209.84,Small,No,1,3902.66,7795612.49,2080703.18,-5714909.31,Good,North
790,Gujarat,Bhavnagar,2020,Zaid,Tomato,183.18,4236.95,23.13,344.6,39.4,34.4,Clay,Sprinkler,15736.02,504.0,Large,No,21,719.28,10391212.6,3047553.4,-7343659.2,Poor,West
791,Assam,Guwahati,2022,Kharif,Groundnut,366.51,795.33,2.17,605.2,44.4,31.1,Sandy,Rain-fed,64376.86,3410.23,Large,No,27,5658.86,8806415.13,4500661.12,-4305754.01,Excellent,Northeast
792,Andhra Pradesh,Kurnool,2022,Rabi,Onion,476.59,10132.3,21.26,2567.5,37.9,96.1,Clay,Drip,63254.88,3319.5,Large,No,18,1559.57,20158179.62,15802031.11,-4356148.51,Excellent,South
793,Assam,Nagaon,2023,Zaid,Tomato,323.99,7779.0,24.01,1682.5,26.0,84.8,Black,Rain-fed,17117.43,3615.77,Small,No,4,1207.65,16801993.81,9394309.35,-7407684.46,Poor,Northeast
794,Telangana,Warangal,2018,Rabi,Mustard,138.18,294.32,2.13,284.1,32.0,97.9,Laterite,Tube Well,15822.66,722.57,Small,No,4,4606.97,2927398.22,1355923.41,-1571474.81,Excellent,South
795,Odisha,Cuttack,2023,Kharif,Jowar,247.46,507.29,2.05,1643.2,33.9,20.1,Clay,Drip,33537.62,2404.43,Small,No,1,1964.5,4622027.0,996571.21,-3625455.79,Good,East
796,Gujarat,Vadodara,2023,Kharif,Pulses,285.03,173.87,0.61,910.8,29.0,82.3,Alluvial,Sprinkler,22108.39,857.4,Small,No,4,5490.27,4426572.7,954593.24,-3471979.46,Poor,West
797,Maharashtra,Nagpur,2021,Rabi,Pulses,342.08,499.44,1.46,2389.7,39.1,37.8,Red,Tube Well,59681.49,3818.12,Large,No,15,5651.82,6446392.44,2822744.98,-3623647.46,Average,West
798,Uttar Pradesh,Varanasi,2023,Rabi,Potato,89.77,2120.37,23.62,2909.0,16.0,95.7,Red,Drip,7905.64,690.09,Medium,Yes,12,1054.99,4585177.16,2236969.15,-2348208.01,Excellent,North
799,Telangana,Karimnagar,2022,Rabi,Groundnut,8.8,14.43,1.64,2072.3,38.9,37.9,Red,Sprinkler,1125.85,20.41,Medium,No,5,5889.48,190941.99,84985.2,-105956.79,Average,South
800,Karnataka,Mysuru,2018,Kharif,Cotton,291.41,87.42,0.3,2531.8,17.4,44.6,Alluvial,Sprinkler,30165.23,1338.87,Small,Yes,2,7034.69,14698274.66,614972.6,-14083302.06,Average,South
801,Odisha,Puri,2019,Kharif,Cotton,224.22,65.02,0.29,1900.2,43.3,32.0,Clay,Canal,17867.43,2122.77,Small,No,2,5913.27,10178011.53,384480.82,-9793530.71,Poor,East
802,Haryana,Sirsa,2025,Kharif,Jowar,302.93,621.01,2.05,119.5,22.6,38.8,Sandy,Tube Well,35773.81,2858.7,Small,No,3,1890.18,5794726.32,1173820.68,-4620905.64,Good,North
803,Gujarat,Ahmedabad,2023,Kharif,Tomato,396.36,9960.53,25.13,966.1,15.9,59.4,Alluvial,Tube Well,34570.5,3626.23,Medium,No,9,1652.75,23689946.43,16462265.96,-7227680.47,Average,West
804,Odisha,Rourkela,2022,Kharif,Maize,152.97,382.43,2.5,340.6,34.3,98.8,Black,Drip,26090.63,163.5,Small,No,3,1523.5,3245109.78,582632.1,-2662477.68,Average,East
805,Madhya Pradesh,Indore,2021,Kharif,Maize,399.86,995.65,2.49,116.2,21.9,22.7,Red,Rain-fed,47094.09,1201.04,Small,No,5,1614.88,9341907.52,1607855.27,-7734052.25,Average,Central
806,West Bengal,Siliguri,2020,Kharif,Bajra,212.11,517.55,2.44,2186.1,20.2,53.1,Clay,Canal,12336.98,2185.92,Large,No,21,1572.75,4135515.37,813976.76,-3321538.61,Excellent,East
807,Madhya Pradesh,Bhopal,2019,Rabi,Potato,96.02,1501.75,15.64,515.3,39.4,20.6,Alluvial,Tube Well,5085.66,494.38,Small,Yes,2,1299.76,4428318.63,1951914.58,-2476404.05,Average,Central
808,Rajasthan,Jaipur,2020,Zaid,Onion,202.61,4441.21,21.92,613.1,16.3,48.0,Laterite,Sprinkler,15489.07,2371.8,Medium,No,6,1392.58,11461332.31,6184740.22,-5276592.09,Average,North
809,Rajasthan,Jodhpur,2019,Rabi,Jowar,191.82,228.27,1.19,396.5,11.9,89.5,Clay,Rain-fed,33462.82,1553.67,Small,No,2,1638.82,3428229.4,374093.44,-3054135.96,Poor,North
810,Assam,Nagaon,2020,Zaid,Tomato,163.59,4101.2,25.07,1743.9,31.5,79.3,Red,Canal,23326.74,1602.11,Medium,No,8,1007.15,10514430.29,4130523.58,-6383906.71,Good,Northeast
811,Uttar Pradesh,Meerut,2023,Rabi,Potato,394.89,10097.34,25.57,1028.6,42.9,41.3,Black,Rain-fed,55865.11,2406.18,Medium,No,6,1446.59,19229280.62,14606711.07,-4622569.55,Average,North
812,Andhra Pradesh,Guntur,2022,Kharif,Tomato,289.23,8697.15,30.07,2174.9,14.1,91.5,Sandy,Tube Well,29337.02,883.52,Small,Yes,1,1337.7,19047632.83,11634177.55,-7413455.28,Average,South
813,Assam,Jorhat,2019,Kharif,Cotton,354.25,141.7,0.4,2858.6,43.1,61.5,Red,Drip,15562.55,2985.42,Large,Yes,21,7000.14,18270250.34,991919.84,-17278330.5,Average,Northeast
814,Uttar Pradesh,Lucknow,2018,Whole Year,Sugarcane,303.68,29551.1,97.31,1604.0,27.7,65.5,Alluvial,Drip,41623.82,2715.66,Large,No,21,298.47,25963754.87,8820116.82,-17143638.05,Excellent,North
815,Punjab,Ludhiana,2021,Whole Year,Rice,489.02,1335.02,2.73,337.8,30.0,83.5,Alluvial,Canal,51068.39,2355.0,Large,No,28,2128.98,20710901.53,2842230.88,-17868670.65,Excellent,North
816,Uttar Pradesh,Varanasi,2020,Zaid,Onion,332.34,4253.95,12.8,903.8,40.4,60.9,Black,Tube Well,51597.41,3665.11,Medium,No,5,1173.54,16562869.83,4992180.48,-11570689.35,Good,North
817,Haryana,Hisar,2024,Kharif,Rice,366.15,776.24,2.12,2613.5,42.3,96.8,Laterite,Rain-fed,53228.1,928.55,Small,No,1,1581.15,11955398.4,1227351.88,-10728046.52,Good,North
818,Assam,Silchar,2018,Rabi,Wheat,223.8,960.1,4.29,2784.0,36.6,94.6,Red,Tube Well,32349.89,750.84,Small,No,4,2002.39,6635820.45,1922494.64,-4713325.81,Good,Northeast
819,Karnataka,Belagavi,2019,Rabi,Maize,88.89,161.78,1.82,1719.3,23.8,62.0,Alluvial,Canal,10729.04,408.27,Small,No,4,1377.28,2645355.68,222816.36,-2422539.32,Average,South
820,West Bengal,Durgapur,2023,Rabi,Potato,419.98,9546.15,22.73,2000.0,38.2,37.2,Clay,Tube Well,51854.25,1012.25,Medium,No,4,1421.09,19682739.49,13565938.3,-6116801.19,Good,East
821,Uttar Pradesh,Meerut,2021,Rabi,Groundnut,275.3,440.48,1.6,2311.5,14.6,87.7,Alluvial,Canal,45241.24,2632.9,Small,No,1,5133.69,7000146.34,2261287.77,-4738858.57,Good,North
822,Madhya Pradesh,Ujjain,2025,Whole Year,Sugarcane,84.01,6136.09,73.04,2192.5,13.0,54.1,Sandy,Canal,8210.11,204.13,Large,No,13,314.24,5917872.26,1928204.92,-3989667.34,Average,Central
823,Odisha,Bhubaneswar,2021,Rabi,Potato,17.16,227.03,13.23,1153.2,41.7,96.5,Sandy,Rain-fed,1571.84,185.73,Small,Yes,4,1533.74,865566.94,348204.99,-517361.95,Average,East
824,Odisha,Cuttack,2021,Whole Year,Sugarcane,420.95,31263.96,74.27,1439.1,10.1,23.5,Black,Canal,63822.87,2801.85,Small,Yes,4,358.88,31969272.37,11220009.96,-20749262.41,Average,East
825,Haryana,Panipat,2020,Kharif,Groundnut,272.64,607.99,2.23,2043.6,25.7,31.9,Black,Canal,48090.47,2384.88,Small,No,1,5112.88,5868575.09,3108579.91,-2759995.18,Excellent,North
826,West Bengal,Howrah,2023,Rabi,Wheat,406.69,1801.64,4.43,2866.3,27.2,36.0,Laterite,Drip,22770.09,1285.99,Small,No,3,2119.02,11999877.24,3817711.19,-8182166.05,Excellent,East
827,Gujarat,Vadodara,2022,Kharif,Bajra,103.08,157.71,1.53,2999.3,38.1,82.2,Sandy,Rain-fed,6382.9,1021.37,Large,No,23,1933.78,1481062.57,304976.44,-1176086.13,Good,West
828,Rajasthan,Bikaner,2019,Kharif,Jowar,415.52,644.06,1.55,193.0,44.3,52.2,Laterite,Canal,34689.35,1925.37,Medium,No,5,1535.4,6600594.57,988889.72,-5611704.85,Average,North
829,Haryana,Rohtak,2018,Whole Year,Rice,293.2,1293.01,4.41,297.0,35.0,80.6,Clay,Sprinkler,35296.48,1309.29,Medium,No,9,2049.12,7578029.17,2649532.65,-4928496.52,Good,North
830,Tamil Nadu,Chennai,2022,Kharif,Pulses,464.7,515.82,1.11,2970.1,32.4,71.8,Red,Rain-fed,56992.85,3967.01,Medium,No,12,6874.77,6050651.53,3546143.86,-2504507.67,Average,South
831,Haryana,Hisar,2021,Kharif,Bajra,476.32,881.19,1.85,819.9,39.1,81.0,Laterite,Drip,33118.99,4085.74,Small,No,3,1749.72,9107093.75,1541835.77,-7565257.98,Poor,North
832,Karnataka,Bengaluru,2019,Rabi,Potato,83.41,2435.57,29.2,2014.9,10.9,57.4,Sandy,Rain-fed,12909.69,579.37,Small,Yes,1,1741.1,4986075.93,4240570.93,-745505.0,Good,South
833,Telangana,Nizamabad,2019,Zaid,Tomato,118.37,3843.47,32.47,1757.5,30.8,90.8,Sandy,Rain-fed,19663.22,1286.91,Small,No,1,1650.24,7553493.15,6342647.93,-1210845.22,Good,South
834,Maharashtra,Kolhapur,2018,Zaid,Tomato,485.28,18178.59,37.46,981.9,14.8,80.6,Laterite,Sprinkler,54871.81,4421.82,Small,No,5,1185.94,37676044.4,21558717.02,-16117327.38,Good,West
835,Punjab,Ludhiana,2022,Kharif,Jowar,209.98,344.37,1.64,2503.6,16.3,35.1,Sandy,Canal,17205.3,1141.35,Medium,No,6,1857.63,3149037.19,639712.04,-2509325.15,Average,North
836,Maharashtra,Nagpur,2024,Kharif,Jowar,232.22,401.74,1.73,2997.2,42.6,58.2,Clay,Canal,17973.56,1736.37,Small,Yes,1,2329.64,3145675.44,935909.57,-2209765.87,Excellent,West
837,Assam,Nagaon,2021,Rabi,Maize,142.77,705.28,4.94,1718.7,21.7,50.2,Black,Rain-fed,17324.39,1491.79,Medium,No,6,1475.71,2660140.05,1040788.75,-1619351.3,Good,Northeast
838,Gujarat,Rajkot,2024,Kharif,Groundnut,360.46,670.46,1.86,870.4,27.9,32.1,Laterite,Canal,22136.89,1700.72,Small,No,3,5370.0,8523931.25,3600370.2,-4923561.05,Good,West
839,Maharashtra,Kolhapur,2020,Kharif,Rice,133.69,485.29,3.63,761.1,11.4,54.9,Alluvial,Rain-fed,14322.65,1590.45,Medium,No,5,1797.44,5008666.6,872279.66,-4136386.94,Excellent,West
840,Maharashtra,Pune,2021,Zaid,Tomato,293.66,9590.94,32.66,1137.5,36.4,68.0,Red,Drip,41130.86,642.4,Small,No,1,1144.25,23297645.83,10974433.1,-12323212.73,Excellent,West
841,Maharashtra,Nashik,2019,Rabi,Groundnut,390.1,979.15,2.51,1144.9,43.5,80.0,Laterite,Drip,29922.85,3034.62,Small,No,2,5545.52,9402970.95,5429895.91,-3973075.04,Good,West
842,Gujarat,Vadodara,2019,Kharif,Bajra,448.39,556.0,1.24,1595.8,34.5,67.6,Sandy,Tube Well,57514.16,3144.89,Large,No,22,1677.04,6955214.73,932434.24,-6022780.49,Good,West
843,Haryana,Panipat,2022,Kharif,Groundnut,393.85,838.9,2.13,2765.4,31.9,95.8,Sandy,Rain-fed,49745.44,2726.4,Medium,No,10,5544.72,11123616.51,4651465.61,-6472150.9,Excellent,North
844,Tamil Nadu,Salem,2022,Rabi,Potato,164.34,5007.44,30.47,2430.4,11.7,29.9,Red,Tube Well,22207.79,270.25,Medium,No,9,997.12,11152515.0,4993018.57,-6159496.43,Average,South
845,Punjab,Patiala,2019,Rabi,Wheat,40.22,112.21,2.79,2514.3,28.8,81.7,Laterite,Drip,3980.77,150.18,Large,No,13,2108.8,992561.07,236628.45,-755932.62,Average,North
846,Punjab,Jalandhar,2025,Kharif,Rice,13.36,47.96,3.59,2440.3,20.5,97.7,Alluvial,Drip,622.23,148.64,Large,No,18,2049.86,531877.65,98311.29,-433566.36,Good,North
847,Gujarat,Vadodara,2025,Kharif,Groundnut,164.11,200.21,1.22,2478.6,42.6,45.2,Alluvial,Rain-fed,23939.92,777.73,Large,No,19,5652.01,5657096.13,1131588.92,-4525507.21,Good,West
848,Tamil Nadu,Tiruchirappalli,2018,Kharif,Groundnut,122.02,183.03,1.5,1272.9,23.3,30.5,Clay,Drip,18041.81,573.69,Small,Yes,3,6050.92,4134072.3,1107499.89,-3026572.41,Excellent,South
849,Assam,Jorhat,2020,Zaid,Tomato,60.09,1134.5,18.88,2309.9,25.8,97.1,Laterite,Rain-fed,5016.69,148.89,Small,Yes,1,906.02,4195479.83,1027879.69,-3167600.14,Good,Northeast
850,Rajasthan,Bikaner,2022,Rabi,Jowar,496.69,874.17,1.76,1656.9,13.8,67.1,Laterite,Rain-fed,69305.83,5914.59,Small,No,2,1904.49,9350082.71,1664848.02,-7685234.69,Good,North
851,Assam,Guwahati,2022,Kharif,Bajra,497.11,676.07,1.36,575.9,38.4,26.1,Clay,Canal,83878.88,789.5,Small,No,4,1605.29,7109089.17,1085288.41,-6023800.76,Average,Northeast
852,West Bengal,Siliguri,2018,Kharif,Bajra,486.88,788.75,1.62,867.7,28.0,44.8,Black,Tube Well,66829.27,1732.4,Small,No,3,1428.29,8159235.5,1126563.74,-7032671.76,Average,East
853,Maharashtra,Nashik,2022,Kharif,Pulses,169.93,117.25,0.69,2652.2,13.9,95.6,Red,Rain-fed,13588.49,1174.21,Medium,No,11,6705.43,3094068.5,786211.67,-2307856.83,Poor,West
854,Haryana,Panipat,2025,Rabi,Mustard,382.31,454.95,1.19,1960.4,36.0,59.1,Black,Drip,61729.83,2716.69,Small,No,1,5077.29,6704303.58,2309913.09,-4394390.49,Excellent,North
855,Tamil Nadu,Chennai,2019,Rabi,Barley,481.2,1260.74,2.62,2172.8,16.8,50.9,Red,Sprinkler,67698.16,3143.9,Small,No,2,1665.51,8322442.49,2099775.08,-6222667.41,Average,South
856,Punjab,Ludhiana,2019,Rabi,Potato,220.83,5023.88,22.75,294.2,24.9,99.1,Alluvial,Sprinkler,16698.07,1848.41,Small,No,1,1460.68,10226191.32,7338281.04,-2887910.28,Good,North
857,Rajasthan,Jaipur,2025,Rabi,Barley,225.72,530.44,2.35,1961.2,32.8,92.8,Clay,Sprinkler,16642.18,1704.94,Small,No,5,1756.25,3962417.03,931585.25,-3030831.78,Average,North
858,Gujarat,Bhavnagar,2024,Rabi,Barley,442.51,1385.06,3.13,987.6,44.5,58.5,Clay,Drip,69585.34,951.93,Medium,No,8,1688.42,6798852.8,2338563.01,-4460289.79,Excellent,West
859,West Bengal,Asansol,2024,Rabi,Potato,88.34,1418.74,16.06,1714.6,17.9,56.0,Sandy,Drip,6480.39,858.3,Small,Yes,5,1354.03,5698578.57,1921016.52,-3777562.05,Poor,East
860,Andhra Pradesh,Visakhapatnam,2020,Kharif,Jowar,356.13,398.87,1.12,522.5,11.6,29.4,Red,Drip,23006.74,364.41,Small,No,4,1803.78,3969476.02,719473.73,-3250002.29,Poor,South
861,Tamil Nadu,Tiruchirappalli,2025,Rabi,Potato,61.73,1707.45,27.66,649.1,23.4,27.4,Black,Drip,10227.66,258.22,Small,No,1,1271.71,3867601.45,2171381.24,-1696220.21,Good,South
862,Maharashtra,Aurangabad,2020,Kharif,Cotton,155.36,102.54,0.66,2513.0,37.7,22.8,Red,Canal,16155.29,1439.81,Large,Yes,18,8543.22,6945859.32,876021.78,-6069837.54,Good,West
863,Haryana,Rohtak,2018,Rabi,Mustard,218.52,415.19,1.9,1324.0,13.2,21.0,Clay,Rain-fed,36768.08,937.45,Small,Yes,2,5444.99,4036110.17,2260705.4,-1775404.77,Excellent,North
864,Gujarat,Bhavnagar,2022,Zaid,Onion,21.94,380.66,17.35,1728.9,16.8,53.6,Red,Sprinkler,2579.15,113.15,Medium,No,10,1107.1,1100802.89,421428.69,-679374.2,Poor,West
865,Tamil Nadu,Coimbatore,2024,Kharif,Jowar,236.77,468.8,1.98,1507.4,31.5,49.1,Alluvial,Tube Well,23683.06,1182.25,Medium,No,10,1516.36,3775774.97,710869.57,-3064905.4,Excellent,South
866,Haryana,Hisar,2024,Rabi,Mustard,227.82,394.13,1.73,1721.3,40.5,50.4,Alluvial,Canal,26760.07,242.47,Large,No,21,5121.43,5332685.66,2018509.21,-3314176.45,Average,North
867,Rajasthan,Kota,2023,Rabi,Wheat,243.84,619.35,2.54,2269.1,27.1,50.8,Red,Canal,13050.34,2048.92,Medium,No,8,1855.14,8005233.51,1148980.96,-6856252.55,Average,North
868,Uttar Pradesh,Agra,2022,Kharif,Maize,71.32,256.04,3.59,1804.1,25.7,84.9,Alluvial,Sprinkler,5512.76,174.79,Medium,No,8,1523.71,2115932.15,390130.71,-1725801.44,Excellent,North
869,Gujarat,Bhavnagar,2020,Kharif,Rice,64.04,230.54,3.6,100.2,30.1,95.0,Black,Canal,8228.92,218.7,Medium,No,8,2165.45,2189345.93,499222.84,-1690123.09,Good,West
870,Uttar Pradesh,Meerut,2025,Kharif,Maize,459.85,2428.01,5.28,2667.9,19.8,24.7,Laterite,Tube Well,60365.87,5075.16,Small,No,3,1730.25,9824781.08,4201064.3,-5623716.78,Excellent,North
871,Gujarat,Ahmedabad,2024,Rabi,Mustard,4.12,6.39,1.55,2834.6,32.5,80.2,Black,Canal,231.81,20.97,Small,No,4,5063.09,62179.34,32353.15,-29826.19,Average,West
872,Haryana,Rohtak,2020,Kharif,Groundnut,374.02,497.45,1.33,2846.3,40.2,55.2,Sandy,Drip,25412.92,509.08,Small,No,3,5520.73,7506227.0,2746287.14,-4759939.86,Average,North
873,Assam,Guwahati,2022,Rabi,Jowar,349.86,545.78,1.56,2412.6,28.3,53.1,Sandy,Tube Well,24443.81,3649.77,Small,No,3,2169.58,6178496.49,1184113.37,-4994383.12,Good,Northeast
874,West Bengal,Kolkata,2020,Kharif,Bajra,402.58,495.17,1.23,2714.9,35.4,25.7,Alluvial,Sprinkler,18662.22,1960.46,Medium,No,7,1810.76,4302455.95,896634.03,-3405821.92,Poor,East
875,Madhya Pradesh,Jabalpur,2025,Whole Year,Sugarcane,169.36,13291.37,78.48,275.4,40.2,98.3,Laterite,Canal,24446.52,1003.6,Medium,No,8,369.1,16468220.5,4905844.67,-11562375.83,Good,Central
876,Tamil Nadu,Madurai,2020,Kharif,Soybean,191.93,458.71,2.39,2910.2,20.4,93.2,Sandy,Canal,16567.16,303.98,Medium,No,4,3893.47,3999209.58,1785973.62,-2213235.96,Excellent,South
877,Haryana,Rohtak,2024,Kharif,Maize,282.72,613.5,2.17,198.6,42.8,92.2,Alluvial,Canal,12991.19,2238.69,Small,Yes,5,1492.66,8853260.28,915746.91,-7937513.37,Poor,North
878,Karnataka,Mangaluru,2024,Rabi,Wheat,72.02,324.09,4.5,1391.0,23.6,74.9,Red,Drip,9271.74,393.76,Medium,No,9,2290.54,2648824.7,742341.11,-1906483.59,Good,South
879,Haryana,Hisar,2018,Rabi,Mustard,333.76,574.07,1.72,2376.3,41.5,48.6,Black,Canal,20728.9,1867.22,Medium,No,5,4383.41,5798280.97,2516384.18,-3281896.79,Average,North
880,Assam,Silchar,2023,Zaid,Onion,220.64,4046.54,18.34,1370.4,11.5,86.8,Black,Rain-fed,30577.58,2270.34,Small,No,3,1820.79,10976217.75,7367899.57,-3608318.18,Good,Northeast
881,Punjab,Amritsar,2019,Kharif,Rice,491.3,1699.9,3.46,727.1,20.6,77.7,Red,Tube Well,27803.87,1990.64,Small,Yes,2,2072.21,19148217.97,3522549.78,-15625668.19,Average,North
882,Haryana,Karnal,2022,Rabi,Pulses,477.75,496.86,1.04,1884.6,41.2,96.8,Alluvial,Sprinkler,69940.27,1758.09,Small,No,2,5114.26,7586299.01,2541071.22,-5045227.79,Excellent,North
883,Gujarat,Vadodara,2018,Rabi,Pulses,199.49,277.29,1.39,2490.3,12.1,63.7,Clay,Rain-fed,21315.52,296.24,Medium,No,11,6252.38,3779115.01,1733722.45,-2045392.56,Excellent,West
884,Assam,Silchar,2021,Rabi,Barley,154.07,568.52,3.69,2599.5,10.7,51.4,Laterite,Rain-fed,22529.16,1588.71,Small,Yes,2,2208.23,2423333.96,1255422.92,-1167911.04,Excellent,Northeast
885,Gujarat,Rajkot,2022,Rabi,Maize,92.64,316.83,3.42,632.9,12.1,34.9,Sandy,Drip,6543.8,318.18,Small,Yes,1,1840.59,1719182.87,583154.13,-1136028.74,Poor,West
886,Gujarat,Ahmedabad,2023,Kharif,Cotton,318.97,210.52,0.66,1300.6,18.9,21.1,Black,Canal,29907.79,1877.07,Medium,No,4,5563.18,14978339.06,1171160.65,-13807178.41,Poor,West
887,Assam,Jorhat,2023,Zaid,Onion,162.32,2386.1,14.7,595.9,35.8,81.7,Alluvial,Drip,15474.58,574.68,Medium,No,6,1936.54,9271492.34,4620778.09,-4650714.25,Good,Northeast
888,Rajasthan,Kota,2020,Rabi,Wheat,231.51,585.72,2.53,1827.9,10.0,55.6,Black,Sprinkler,36546.06,806.15,Medium,Yes,7,2556.06,5042645.21,1497135.46,-3545509.75,Poor,North
889,West Bengal,Howrah,2019,Kharif,Soybean,261.6,549.36,2.1,2090.5,29.8,54.7,Black,Tube Well,26451.49,1802.64,Small,No,5,4380.72,5858970.36,2406592.34,-3452378.02,Excellent,East
890,Karnataka,Mysuru,2019,Kharif,Groundnut,354.71,822.93,2.32,2759.8,26.8,81.2,Clay,Tube Well,56800.14,616.79,Large,No,14,5262.78,10190203.56,4330899.55,-5859304.01,Average,South
891,Bihar,Darbhanga,2022,Kharif,Soybean,433.25,996.47,2.3,500.5,35.3,58.1,Black,Canal,28104.28,1451.94,Small,Yes,2,4504.47,6831951.58,4488569.22,-2343382.36,Excellent,East
892,Maharashtra,Aurangabad,2022,Rabi,Pulses,365.84,567.05,1.55,2268.5,12.3,97.9,Alluvial,Tube Well,45489.31,1155.73,Small,Yes,1,6259.39,7970466.56,3549387.1,-4421079.46,Excellent,West
893,West Bengal,Howrah,2021,Zaid,Tomato,66.16,1565.35,23.66,2798.1,34.3,28.3,Alluvial,Drip,3030.13,631.52,Small,Yes,3,2095.68,3893883.25,3280472.69,-613410.56,Excellent,East
894,Odisha,Bhubaneswar,2023,Rabi,Potato,467.52,10051.68,21.5,1253.9,30.5,68.9,Red,Drip,68962.34,3984.05,Medium,No,5,1132.57,31091862.1,11384231.22,-19707630.88,Average,East
895,West Bengal,Kolkata,2025,Whole Year,Sugarcane,432.73,32861.52,75.94,1787.9,43.5,37.5,Black,Sprinkler,32330.04,5027.88,Small,No,5,318.71,28771393.08,10473295.04,-18298098.04,Good,East
896,Bihar,Gaya,2019,Rabi,Groundnut,7.98,11.09,1.39,2665.9,43.9,53.4,Laterite,Rain-fed,1385.06,84.96,Small,No,4,5894.79,169668.29,65373.22,-104295.07,Average,East
897,Gujarat,Rajkot,2023,Whole Year,Rice,291.03,1248.52,4.29,971.5,11.3,97.2,Laterite,Drip,39545.18,2226.74,Small,No,4,1740.65,9035322.43,2173236.34,-6862086.09,Good,West
898,Uttar Pradesh,Agra,2021,Kharif,Maize,193.28,931.61,4.82,356.5,43.9,40.5,Laterite,Drip,32615.79,1764.12,Large,No,20,1459.93,3888460.79,1360085.39,-2528375.4,Good,North
899,Odisha,Puri,2018,Rabi,Jowar,474.62,859.06,1.81,384.4,31.8,52.6,Clay,Drip,67115.86,5212.2,Medium,No,10,1684.57,5700248.83,1447146.7,-4253102.13,Good,East
900,Madhya Pradesh,Bhopal,2022,Kharif,Bajra,444.59,720.24,1.62,784.0,18.6,95.9,Black,Drip,22610.41,3899.26,Small,No,4,1643.4,6108053.29,1183642.42,-4924410.87,Poor,Central
901,Rajasthan,Udaipur,2024,Rabi,Mustard,250.19,382.79,1.53,2165.1,35.2,99.2,Clay,Sprinkler,43177.42,1242.3,Small,No,4,5189.35,4180310.91,1986431.29,-2193879.62,Good,North
902,West Bengal,Asansol,2024,Rabi,Onion,216.02,3307.27,15.31,613.5,20.0,21.8,Clay,Canal,25960.44,2414.72,Large,No,19,1560.46,11960843.5,5160862.54,-6799980.96,Good,East
903,Gujarat,Bhavnagar,2020,Kharif,Soybean,288.28,562.15,1.95,627.0,39.9,39.2,Laterite,Sprinkler,17048.66,1455.06,Medium,No,8,3681.59,4783435.09,2069605.82,-2713829.27,Good,West
